Brand,Model,Link,Price,Price Retail,Discount,Saved Amount,CPU,GPU,RAM,Storage,Screen,detail,
HP,Laptop HP Envy X360 14-fc0156TU - AY8W4PA (Ultra 7-155U/ 16GB/ 1TB/ Windows 11 + Office),https://phongvu.vn/laptop-hp-envy-x360-14-fc0156tu-ay8w4pa--s250801466?selectPromotionId=1506051,32.990.000 ₫,35.190.000 ₫,-6%,2.200.000 ₫,U7-155U,Intel Graphics,16GB,1TB,"14"" 2.8K/ OLED/ 120Hz","CPU: Intel® Core™ Ultra 7-155U (1.7 GHz - 4.8 GHz/ 12MB/ 12 nhân, 14 luồng)
NPU: Intel® AI Boost NPU
RAM: 16GB Onboard 6400MHz LPDDR5 (Hỗ trợ tối đa 16GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 14"" 2.8K (2880 x 1800) OLED, 120Hz, Màn hình gương,
Khác: Bàn phím thường, HD webcam, HP Audio Boost, Intel EVO
OS: Windows 11 Home SL + Office Home & Student 2021",
HP,Laptop HP 250 G10 - A06F8PT (i5-1334U/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-hp-250-g10-a06f8pt--s250801467?selectPromotionId=1506050,15.990.000 ₫,19.990.000 ₫,-20%,4.000.000 ₫,i5-1334U,Intel Graphics,16GB,512GB,"15.6""","CPU: Intel® Core™ i5-1334U (1.3 GHz - 4.6GHz/ 12MB/ 10 nhân, 12 luồng)
RAM: 1 x 16GB 3200MHz DDR4
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 15.6"" (1920 x 1080)
Khác: Bàn phím thường, HD webcam, High Definition Audio, Non-EVO
OS: Windows 11 Home SL",
HP,Laptop HP 250 G10 - A06FFPT (i7-1355U/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-hp-250-g10-a06ffpt--s250801468?selectPromotionId=1506045,20.590.000 ₫,21.590.000 ₫,-5%,1.000.000 ₫,i7-1355U,Intel Graphics,16GB,512GB,"15.6""","CPU: Intel® Core™ i7-1355U (1.7 GHz - 5.0GHz/ 12MB/ 10 nhân, 12 luồng)
RAM: 1 x 16GB 3200MHz DDR4
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 15.6"" (1920 x 1080)
Khác: Bàn phím thường, HD webcam, High Definition Audio, Non-EVO
OS: Windows 11 Home SL",
ACER,Laptop Acer Gaming Predator Helios PHN16-73-757W (Ultra 7-255HX/ GeForce RTX™ 5060/ 32GB/ 1TB/ Windows 11),https://phongvu.vn/laptop-acer-gaming-predator-helios-phn16-73-757w--s250800203?selectPromotionId=1505960,51.390.000 ₫,54.990.000 ₫,-7%,3.600.000 ₫,U7-255HX,RTX 5060,32GB,1TB,"16"" WQXGA/ IPS/ 240Hz","CPU: Intel® Core™ Ultra 7-255HX
NPU: Intel® AI Boost 13 TOPS
VGA: GeForce RTX™ 5060 8GB GDDR7, 572 AI TOPs
RAM: 1 x 32GB 6400MHz DDR5 (Hỗ trợ tối đa 96GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 16"" WQXGA (2560 x 1600) IPS, 240Hz
OS: Windows 11 Home SL
Ưu đãi tặng ngay code game hấp dẫn từ Intel",
ACER,Laptop Acer Gaming Nitro V ProPanel ANV15-52-72BM (i7-13620H/ GeForce RTX™ 5050/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-acer-gaming-nitro-v-propanel-anv15-52-72bm--s250800196?selectPromotionId=1505949,29.190.000 ₫,32.990.000 ₫,-12%,3.800.000 ₫,i7-13620H,RTX 5050,16GB,512GB,"15.6"" HD/ IPS/ 180Hz","CPU: Intel® Core™ i7-13620H (2.4 GHz - 4.9GHz/ 24MB/ 10 nhân, 16 luồng)
VGA: GeForce RTX™ 5050 8GB GDDR6, 440 AI TOPs
RAM: 1 x 16GB 3200MHz DDR4 (Hỗ trợ tối đa 64GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 15.6"" HD (1920 x 1080) IPS, 180Hz, Màn hình chống lóa, 300 nits, Acer ComfyView, 100% sRGB
Khác: Bàn phím Chiclet với phím Copilot, HD webcam, Acer Purified Voice; Acer TrueHarmony, Non-EVO
OS: Windows 11 Home SL",
ACER,Laptop Acer Gaming Nitro V ProPanel ANV15-52-59AA (Core i5-13420H/ GeForce RTX™ 5050/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-acer-gaming-nitro-v-propanel-anv15-52-59aa--s250800189?selectPromotionId=1505954,27.190.000 ₫,28.990.000 ₫,-6%,1.800.000 ₫,i5-13420H,RTX 5050,16GB,512GB,"15.6"" HD/ IPS/ 180Hz","CPU: Intel® Core™ i5-13420H (2.1 GHz - 4.6GHz/ 12MB/ 8 nhân, 12 luồng)
VGA: GeForce RTX™ 5050 8GB GDDR6, 440 AI TOPs
RAM: 1 x 16GB 3200MHz DDR4 (Hỗ trợ tối đa 64GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 15.6"" HD (1920 x 1080) IPS, 180Hz, Màn hình chống lóa, 300 nits, Acer ComfyView, 100% sRGB
Khác: Bàn phím Chiclet với phím Copilot, HD webcam, Acer Purified Voice; Acer TrueHarmony, Non-EVO
OS: Windows 11 Home SL",
ASUS,Laptop Asus Gaming V16 V3607VU-RP216W (Core 7 240H/ GeForce RTX™ 4050/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-asus-gaming-v16-v3607vu-rp216w--s250800156?selectPromotionId=1438094,25.990.000 ₫,27.490.000 ₫,-5%,1.500.000 ₫,Core 7 240H,RTX 4050,16GB,512GB,"16"" WUXGA/ 144Hz","CPU: Intel® Core™ 7 240H (2.5 GHz - 5.2 GHz/ 24MB/ 10 nhân, 16 luồng)
VGA: GeForce RTX™ 4050 6GB GDDR6, 194 AI TOPs
RAM: 1 x 16GB DDR5 (Hỗ trợ tối đa 32GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 16"" WUXGA (1920 x 1200) 144Hz, Màn hình chống lóa, 300 nits, 45% NTSC
Khác: Bàn phím Chiclet với phím Copilot, FHD webcam, SonicMaster, Non-EVO
OS: Windows 11 Home",
ASUS,Laptop Asus Vivobook 15 X1502VA-BQ885W (i5-13420H/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-asus-vivobook-15-x1502va-bq885w--s250721448?selectPromotionId=1506163,14.990.000 ₫,16.190.000 ₫,-7%,1.200.000 ₫,i5-13420H,Intel Graphics,16GB,512GB,"15.6"" Full HD/ IPS/ 60Hz","CPU: Intel® Core™ i5-13420H (2.1 GHz - 4.6 GHz/ 12MB/ 8 nhân, 12 luồng)
RAM: 16GB (8GB + 8GB Onboard) DDR4
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 15.6"" Full HD (1920 x 1080) IPS, 60Hz, Màn hình chống lóa, 250 nits, 45% NTSC
Khác: Bàn phím Chiclet, HD webcam, SonicMaster, Non-EVO
OS: Windows 11 Home",
ASUS,Laptop Asus Vivobook Go 14 E1404FA-EB482W (Ryzen 5 7520U/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-asus-vivobook-go-14-e1404fa-eb482w--s250719892?selectPromotionId=1506165,12.490.000 ₫,14.990.000 ₫,-17%,2.500.000 ₫,R5 7520U,AMD Radeon,16GB,512GB,"14"" Full HD/ IPS/ 60Hz","CPU: AMD Ryzen™ 5 7520U (2.8 GHz - 4.3 GHz/ 2MB/ 4 nhân, 8 luồng)
VGA: Onboard graphics 
RAM: 16GB Onboard LPDDR5 (Hỗ trợ tối đa 16GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 14"" Full HD (1920 x 1080) IPS, 60Hz, 
Khác: Bàn phím thường, HD webcam, SonicMaster, AMD
OS: Windows 11 Home",
ASUS,Laptop Asus Vivobook S16 S3607CA-SH083WS (Ultra 7-255H/ 16GB/ 512GB/ Windows 11 + Office + Microsoft),https://phongvu.vn/laptop-asus-vivobook-s16-s3607ca-sh083ws--s250719889?selectPromotionId=1499594,25.490.000 ₫,26.990.000 ₫,-6%,1.500.000 ₫,U7-255H,Intel Graphics,16GB,512GB,"16"" WUXGA/ OLED/ 60Hz","CPU: Intel® Core™ Ultra 7-255H (2.0 GHz - 5.1 GHz/ 24MB/ 16 nhân, 16 luồng)
NPU: Intel® AI Boost 13 TOPS
RAM: 16GB Onboard 5600MHz LPDDR5 (Hỗ trợ tối đa 32GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 16"" WUXGA (1920 x 1200) OLED, 60Hz, Màn hình gương,
Khác: Bàn phím Chiclet với phím Copilot, FHD webcam, Intel AI
OS: Windows 11 Home + Office Home & Student 2024 + Microsoft 365 Basic 1 year Free Onedrive",
HP,Laptop HP Victus 15-fb3116AX - BX8U4PA (Ryzen 7 7445HS/ GeForce RTX™ 3050/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-hp-victus-15-fb3116ax-bx8u4pa--s250719886?selectPromotionId=1506169,23.690.000 ₫,25.990.000 ₫,-9%,2.300.000 ₫,R7 7445HS,RTX 3050,16GB,512GB,"15.6"" Full HD/ IPS/ 144Hz","CPU: AMD Ryzen™ 7 7445HS (3.55 GHz - 4.7 GHz/ 16MB/ 6 nhân, 12 luồng)
VGA: GeForce RTX™ 3050 6GB GDDR6, 143 AI TOPs
RAM: 1 x 16GB 5600MHz DDR5 (Hỗ trợ tối đa 64GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 15.6"" Full HD (1920 x 1080) IPS, 144Hz, 250 nits, 45% NTSC
Khác: Bàn phím thường, HD webcam, HP Audio Boost, AMD
OS: Windows 11 Home",
ASUS,Laptop Asus Vivobook S16 S3607CA-SH082WS (Ultra 5-225H/ 16GB/ 512GB/ Windows 11 + Office + Microsoft),https://phongvu.vn/laptop-asus-vivobook-s16-s3607ca-sh082ws--s250719883?selectPromotionId=1499596,22.490.000 ₫,23.990.000 ₫,-6%,1.500.000 ₫,U5-225H,Intel Graphics,16GB,512GB,"16"" WUXGA/ OLED/ 60Hz","CPU: Intel® Core™ Ultra 5-225H (3.3GHz - 4.9GHz/ 20MB/ 14 nhân, 14 luồng)
NPU: Intel® AI Boost 13 TOPS
RAM: 16GB Onboard LPDDR5 (Hỗ trợ tối đa 32GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 16"" WUXGA (1920 x 1200) OLED, 60Hz, Màn hình gương,
Khác: Bàn phím Chiclet với phím Copilot, FHD webcam, Intel AI
OS: Windows 11 Home + Office Home & Student 2024 + Microsoft 365 Basic 1 year Free Onedrive",
ASUS,Laptop Asus Vivobook S16 S3607QA-SH040WS (Snapdragon X X1 26 100/ 16GB/ 512GB/ Windows 11 + Office + Microsoft),https://phongvu.vn/laptop-asus-vivobook-s16-s3607qa-sh040ws--s250719877,19.490.000 ₫,23.490.000 ₫,-17%,4.000.000 ₫,Snap X126100,Adreno,16GB,512GB,"16"" WUXGA/ OLED/ 60Hz","CPU: Snapdragon X X1 26 100 (2.97 GHz/ 30MB/ 8 nhân, 8 luồng)
NPU: Qualcomm® Hexagon™ NPU up to 45TOPS
RAM: 16GB Onboard LPDDR5 (Hỗ trợ tối đa 16GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 16"" WUXGA (1920 x 1200) OLED, 60Hz,
Khác: Bàn phím Chiclet với phím Copilot, FHD webcam, Smart Amp Technology, Non-EVO
OS: Windows 11 Home + Office Home & Student 2024 + Microsoft 365 Basic 1 year Free Onedrive",
ASUS,Laptop Asus Vivobook S14 M3407KA-SF032WS (Ryzen AI 7 350U/ AMD Radeon 32GB/ 512GB/ Windows 11 + Office + Microsoft),https://phongvu.vn/laptop-asus-vivobook-s14-m3407ka-sf032ws--s250719871?selectPromotionId=1343414,23.990.000 ₫,25.990.000 ₫,-8%,2.000.000 ₫,R7 350U,AMD Radeon,32GB,512GB,"14"" WUXGA/ OLED/ 60Hz","CPU: AMD Ryzen™ AI 7 350U (2.0 GHz - 5.0 GHz/ 24MB/ 8 nhân, 16 luồng)
RAM: 32GB (16GB + 16GB Onboard) DDR5 (Không nâng cấp được)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 14"" WUXGA (1920 x 1200) OLED, 60Hz,
Khác: Bàn phím thường, FHD webcam, SonicMaster, AMD AI
OS: Windows 11 Home + Office Home & Student 2024 + Microsoft 365 Basic 1 year Free Onedrive",
ASUS,Laptop Asus Vivobook S14 S3407QA-SF043WS (Snapdragon X X1 26 100/ 16GB/ 512GB/ Windows 11 + Office + Microsoft),https://phongvu.vn/laptop-asus-vivobook-s14-s3407qa-sf043ws--s250719864,18.990.000 ₫,22.990.000 ₫,-17%,4.000.000 ₫,Snap X126100,Adreno,16GB,512GB,"14"" WUXGA/ OLED/ 60Hz","CPU: Snapdragon X X1 26 100 (2.97 GHz/ 30MB/ 8 nhân, 8 luồng)
NPU: Qualcomm® Hexagon™ NPU up to 45TOPS
RAM: 16GB Onboard DDR5 (Hỗ trợ tối đa 16GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 14"" WUXGA (1920 x 1200) OLED, 60Hz, Màn hình gương,
Khác: Bàn phím thường, FHD webcam, SonicMaster, Non-EVO
OS: Windows 11 Home + Office Home & Student 2024 + Microsoft 365 Basic 1 year Free Onedrive",
ASUS,Laptop Asus Vivobook S14 M3407KA-SF034WS (Ryzen AI 5 330/ AMD Radeon 16GB/ 512GB/ Windows 11 + Office + Microsoft),https://phongvu.vn/laptop-asus-vivobook-s14-m3407ka-sf034ws--s250719856?selectPromotionId=1379779,21.690.000 ₫,23.490.000 ₫,-8%,1.800.000 ₫,R5 330,AMD Radeon,16GB,512GB,"14"" WUXGA/ OLED/ 60Hz","CPU: AMD Ryzen™ AI 5 330 (3.4 GHz - 4.5 GHz/ 8MB/ 4 nhân, 8 luồng)
RAM: 16GB Onboard DDR5
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 14"" WUXGA (1920 x 1200) OLED, 60Hz,
Khác: Bàn phím thường, FHD webcam, SonicMaster, AMD AI
OS: Windows 11 Home + Office Home & Student 2024 + Microsoft 365 Basic 1 year Free Onedrive",
HP,Laptop HP Omen 16-am0127TX - BX8Y0PA (i9-14900HX/ GeForce RTX™ 5070/ 32GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-hp-omen-16-am0127tx-bx8y0pa--s250719848?selectPromotionId=1506064,53.990.000 ₫,59.890.000 ₫,-10%,5.900.000 ₫,i9-14900HX,RTX 5070,32GB,512GB,"16"" WUXGA/ IPS/ 165Hz","CPU: Intel® Core™ i9-14900HX (2.2 GHz - 5.8 GHz/ 36MB/ 24 nhân, 32 luồng)
NPU: Intel® AI Boost 13 TOPS
VGA: GeForce RTX™ 5070 8GB GDDR7, 798 AI TOPs
RAM: 2 x 16GB 5600MHz DDR5
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 16"" WUXGA (1920 x 1200) IPS, 165Hz, Màn hình chống lóa, 400 nits, 100% sRGB
Khác: Bàn phím thường, FHD webcam, HP Audio Boost, Intel AI
OS: Windows 11 Home SL",
HP,Laptop HP Omen 16-am0176TX - BX9D3PA (Ultra 7-255H/ GeForce RTX™ 5060/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-hp-omen-16-am0176tx-bx9d3pa--s250719830,43.890.000 ₫,,,,U7-255H,RTX 5060,16GB,512GB,"16"" WUXGA/ IPS/ 165Hz","CPU: Intel® Core™ Ultra 7-255H
NPU: Intel® AI Boost 13 TOPS
VGA: GeForce RTX™ 5060 8GB GDDR7, 572 AI TOPs
RAM: 2 x 8GB 5600MHz DDR5
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 16"" WUXGA (1920 x 1200) IPS, 165Hz
OS: Windows 11 Home SL
Ưu đãi tặng ngay code game hấp dẫn từ Intel",
HP,Laptop HP OmniBook Ultra Flip X360 14-fh0097TU - BZ7S3PA (Ultra 7-258V/ 32GB/ 1TB/ Windows 11 + Office),https://phongvu.vn/laptop-hp-omnibook-ultra-flip-x360-14-fh0097tu-bz7s3pa--s250719815?selectPromotionId=1506063,49.390.000 ₫,52.890.000 ₫,-7%,3.500.000 ₫,U7-258V,Intel Graphics,32GB,1TB,"14"" 2.8K/ OLED/ 120Hz","CPU: Intel® Core™ Ultra 7-258V (2.2 GHz - 4.8 GHz/ 12MB/ 8 nhân, 8 luồng)
NPU: Intel® AI Boost 47 TOPS
RAM: 32GB Onboard 8533MHz LPDDR5x (Hỗ trợ tối đa 32GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 14"" 2.8K (2880 x 1800) OLED, 120Hz,
Khác: Bàn phím thường, HD webcam, Audio by Poly Studio, Intel AI
OS: Windows 11 Home SL + Office Home & Student 2024",
HP,Laptop HP Omni 5 16-af1046TU - BZ7Q8PA (Ultra 5-225U/ 16GB/ 512GB/ Windows 11 + Office),https://phongvu.vn/laptop-hp-omni-5-16-af1046tu-bz7q8pa--s250719807?selectPromotionId=1506271,23.490.000 ₫,24.490.000 ₫,-4%,1.000.000 ₫,U5-225U,Intel Graphics,16GB,512GB,"16"" WUXGA/ IPS","CPU: Intel® Core™ Ultra 5-225U (3.8 GHz - 4.8 GHz/ 12MB/ 12 nhân, 14 luồng)
NPU: Intel® AI Boost, up to 12 TOPS
RAM: 16GB Onboard 7467MHz LPDDR5x (Hỗ trợ tối đa 16GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 16"" WUXGA (1920 x 1200) IPS, Màn hình chống lóa,
Khác: Bàn phím thường, HD webcam, High Definition Audio, Intel AI
OS: Windows 11 Home SL + Office Home & Student 2024",
HP,Laptop HP Omnibook 5 16-af1048TU - BZ7Q9PA (Ultra 5-225U/ 16GB/ 512GB/ Windows 11 + Office),https://phongvu.vn/laptop-hp-omni-5-16-af1048tu-bz7q9pa--s250719798?selectPromotionId=1506265,22.590.000 ₫,23.690.000 ₫,-5%,1.100.000 ₫,U5-225U,Intel Graphics,16GB,512GB,"16"" WUXGA/ IPS","CPU: Intel® Core™ Ultra 5-225U (3.8 GHz - 4.8 GHz/ 12MB/ 12 nhân, 14 luồng)
NPU: Intel® AI Boost, up to 12 TOPS
RAM: 16GB Onboard 7467MHz LPDDR5x (Hỗ trợ tối đa 16GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 16"" WUXGA (1920 x 1200) IPS, Màn hình chống lóa,
Khác: Bàn phím thường, HD webcam, High Definition Audio, Intel AI
OS: Windows 11 Home SL + Office Home & Student 2024",
HP,Laptop HP Victus 15-fb3115AX - BX9C9PA (Ryzen 7 7445HS/ GeForce RTX™ 4050/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-hp-victus-15-fb3115ax-bx9c9pa--s250719792?selectPromotionId=1357389,25.690.000 ₫,27.990.000 ₫,-8%,2.300.000 ₫,R7 7445HS,RTX 4050,16GB,512GB,"15.6"" Full HD/ IPS/ 144Hz","CPU: AMD Ryzen™ 7 7445HS (3.55 GHz - 4.7 GHz/ 16MB/ 6 nhân, 12 luồng)
VGA: GeForce RTX™ 4050 6GB GDDR6, 194 AI TOPs
RAM: 1 x 16GB 5600MHz DDR5 (Hỗ trợ tối đa 64GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 15.6"" Full HD (1920 x 1080) IPS, 144Hz, 250 nits, 45% NTSC
Khác: Bàn phím thường, HD webcam, HP Audio Boost, AMD
OS: Windows 11 Home",
ASUS,Laptop Asus Vivobook 14 X1404VA-EB509W (i3-1315U/ 8GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-asus-vivobook-14-x1404va-eb509w--s250716146?selectPromotionId=1425067,11.890.000 ₫,13.990.000 ₫,-15%,2.100.000 ₫,i3-1315U,Intel Graphics,8GB,512GB,"14"" Full HD/ IPS/ 60Hz","CPU: Intel® Core™ i3-1315U (1.2 GHz - 4.5GHz/ 10MB/ 6 nhân, 8 luồng)
RAM: 8GB Onboard DDR4
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 14"" Full HD (1920 x 1080) IPS, 60Hz, Màn hình chống lóa, 250 nits, 45% NTSC
Khác: Bàn phím Chiclet, HD webcam, SonicMaster, Non-EVO
OS: Windows 11 Home",
MSI,Laptop Msi Katana B14WEK-286VN (i5-14450HX/ GeForce RTX™ 5050/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-msi-katana-b14wek-286vn--s250716126?selectPromotionId=1526240,29.990.000 ₫,34.690.000 ₫,-14%,4.700.000 ₫,i5-14450HX,RTX 5050,16GB,512GB,"15.6"" WQXGA/ IPS/ 165Hz","CPU: Intel® Core™ i5-14450HX (2.4 GHz - 4.8 GHz/ 20MB/ 10 nhân, 16 luồng)
VGA: GeForce RTX™ 5050 8GB GDDR7, 440 AI TOPs
RAM: 2 x 8GB 5600MHz DDR5 (Hỗ trợ tối đa 96GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 15.6"" WQXGA (2560 x 1440) IPS, 165Hz, Màn hình chống lóa, 300 nits, 100% DCI-P3
Khác: Bàn phím Chiclet với phím Copilot, HD webcam, Nahimic, Hi-Res Audio, Non-EVO
OS: Windows 11 Home",
ASUS,Laptop Asus ROG Strix G18 G815LR-S9211W (Ultra 9-275HX/ GeForce RTX™ 5070Ti/ 32GB/ 1TB/ Windows 11),https://phongvu.vn/laptop-asus-rog-strix-g18-g815lr-s9211w--s250715630?selectPromotionId=1413123,61.190.000 ₫,62.890.000 ₫,-3%,1.700.000 ₫,U9-275HX,RTX 5070Ti,32GB,1TB,"18"" WQXGA/ IPS/ 240Hz","CPU: Intel® Core™ Ultra 9-275HX
NPU: Intel® AI Boost 13 TOPS
VGA: GeForce RTX™ 5070Ti 12GB GDDR7
RAM: 1 x 32GB 5600MHz DDR5 (Hỗ trợ tối đa 64GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 18"" WQXGA (2560 x 1600) IPS, 240Hz
OS: Windows 11 Home
Ưu đãi tặng ngay code game hấp dẫn từ Intel",
ASUS,Laptop Asus Gaming V16 V3607VU-RP343W (Core 5 210H/ GeForce RTX™ 4050/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-asus-gaming-v16-v3607vu-rp343w--s250713478?selectPromotionId=1438093,23.990.000 ₫,26.990.000 ₫,-11%,3.000.000 ₫,Core 5 210H,RTX 4050,16GB,512GB,"16"" WUXGA/ 144Hz","CPU: Intel® Core™ 5 210H (2.2 GHz - 4.8 GHz/ 12MB/ 8 nhân, 12 luồng)
VGA: GeForce RTX™ 4050 6GB GDDR6, 194 AI TOPs
RAM: 1 x 16GB DDR5 (Hỗ trợ tối đa 32GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 16"" WUXGA (1920 x 1200) 144Hz, Màn hình chống lóa, 300 nits, 45% NTSC
Khác: Bàn phím Chiclet với phím Copilot, FHD webcam, SonicMaster, Non-EVO
OS: Windows 11 Home",
ASUS,Laptop Asus Zenbook 14 UX3405CA-PZ188WS (Ultra 7-255H/ 32GB/ 1TB/ Windows 11 + Office + Microsoft),https://phongvu.vn/laptop-asus-zenbook-14-ux3405ca-pz188ws--s250712447?selectPromotionId=1343432,31.990.000 ₫,35.390.000 ₫,-10%,3.400.000 ₫,U7-255H,Intel Graphics,32GB,1TB,"14"" 3K/ OLED/ 120Hz","CPU: Intel® Core™ Ultra 7-255H (2.0 GHz - 5.1 GHz/ 24MB/ 16 nhân, 16 luồng)
NPU: Intel® AI Boost 13 TOPS
RAM: 32GB Onboard LPDDR5x (Hỗ trợ tối đa 32GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 14"" 3K (2880 x 1800) OLED, 120Hz, Màn hình gương, 400 nits, 100% DCI-P3
Khác: Bàn phím Chiclet, FHD webcam, Smart Amp Technology, Intel AI
OS: Windows 11 Home + Office Home & Student 2024 + Microsoft 365 Basic 1 year Free Onedrive",
ASUS,Laptop Asus TUF Gaming F16 FX608JH-RV039W (i5-13450HX/ GeForce RTX™ 5050/ 16GB/ 1TB/ Windows 11),https://phongvu.vn/laptop-asus-tuf-gaming-f16-fx608jh-rv039w--s250712448?selectPromotionId=1343401,30.990.000 ₫,33.390.000 ₫,-7%,2.400.000 ₫,i5-13450HX,RTX 5050,16GB,1TB,"16"" WUXGA/ IPS/ 165Hz","CPU: Intel® Core™ i5-13450HX (2.4 GHz - 4.6 GHz/ 20MB/ 10 nhân, 16 luồng)
VGA: GeForce RTX™ 5050 8GB GDDR7, 440 AI TOPs
RAM: 1 x 16GB 4800MHz DDR5 (Hỗ trợ tối đa 64GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 16"" WUXGA (1920 x 1200) IPS, 165Hz, Màn hình chống lóa, 300 nits, G-Sync, 100% sRGB
Khác: Bàn phím Chiclet với phím Copilot, FHD webcam, Dolby Atmos, Non-EVO
OS: Windows 11 Home",
ASUS,Laptop Asus ROG Zephyrus G14 GA403WM-QS051WS (Ryzen AI 9 HX 370/ GeForce RTX™ 5060/ 32GB/ 1TB/ Windows 11 + Office + Microsoft),https://phongvu.vn/laptop-asus-rog-zephyrus-g14-ga403wm-qs051ws--s250712449?selectPromotionId=1343424,52.990.000 ₫,56.990.000 ₫,-7%,4.000.000 ₫,R9 HX 370,RTX 5060,32GB,1TB,"14"" 3K/ OLED/ 120Hz","CPU: AMD Ryzen™ AI 9 HX 370 (5.1 GHz/ 24MB/ 12 nhân, 24 luồng)
NPU: AMD XDNA™ lên đến 50TOPs
VGA: GeForce RTX™ 5060 8GB GDDR7, 572 AI TOPs
RAM: 32GB Onboard 7500MHz LPDDR5x (Hỗ trợ tối đa 32GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 14"" 3K (2880 x 1800) OLED, 120Hz, Màn hình gương, 500 nits, Adaptive Sync, 100% DCI-P3
Khác: Bàn phím Chiclet với phím Copilot, FHD webcam, Dolby Atmos, AMD AI
OS: Windows 11 Home + Office Home & Student 2024 + Microsoft 365 Basic 1 year Free Onedrive",
ASUS,Laptop Asus Zenbook S16 UM5606KA-RK127WS (Ryzen AI 7 350/ 24GB/ 1TB/ Windows 11 + Office + Microsoft),https://phongvu.vn/laptop-asus-zenbook-s16-um5606ka-rk127ws--s250712452?selectPromotionId=1374851,36.490.000 ₫,42.290.000 ₫,-14%,5.800.000 ₫,R7 350,AMD Radeon,24GB,1TB,"16"" 3K/ OLED/ 120Hz","CPU: AMD Ryzen™ AI 7 350 (2.0 GHz - 5.0 GHz/ 8MB/ 8 nhân, 16 luồng)
NPU: AMD XDNA™ lên đến 50TOPs
RAM: 24GB Onboard LPDDR5x (Hỗ trợ tối đa 24GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 16"" 3K (2880 x 1800) OLED, 120Hz, Màn hình chống lóa, 400 nits, 100% DCI-P3
Khác: Bàn phím Chiclet với phím Copilot, FHD webcam, Smart Amp Technology, Copilot+ PC
OS: Windows 11 Home + Office Home & Student 2024 + Microsoft 365 Basic 1 year Free Onedrive",
